service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1927777,0,0,0,0,0,0,0,20151011,20151227
11927780,0,0,0,0,0,0,0,20151010,20151219
1927782,0,0,0,0,0,0,0,20151023,20151030
11927781,0,0,0,0,0,0,0,20151020,20160101
1927781,0,0,0,0,0,0,0,20151019,20151231
11927782,0,0,0,0,0,0,0,20151024,20151031
1927780,0,0,0,0,0,0,0,20151009,20151218
11927779,0,0,0,0,0,0,0,20151011,20151227
11927777,0,0,0,0,0,0,0,20151012,20151228
1927779,0,0,0,0,0,0,0,20151010,20151226
11927778,0,0,0,0,0,0,0,20151008,20151218
1927778,0,0,0,0,0,0,0,20151007,20151217
